489	PS *ˀab-	0
361	PS *ˀVbbVl-	0
99	PS *ˀabn-	0
773	PS *ˀbr	0
375	PS *ˀa/ibr-	0
377	PS *ˀi(-)bVr-at-	0
1443	PS *ˀdm	0
14	PS *ˀuḏn-	0
491	PS *ˀaḫ-	0
492	PS *ˀaḫ-āt-	0
290	PS *ˀḫr	0
15	PS *ˀkl	0
17	PS *ˀukl-/*ˀikl-	0
1116	PS *ˀil-	0
1420	PS *ˀilā/*ˀillā	0
415	PS *ˀall(-ān)-	0
1037	PS *ˀalman-at-	0
362	PS *ˀalp-	0
490	PS *ˀimm-	0
1038	PS *ˀam-at-	0
386	PS *ˀamm-at-	0
776	PS *ˀmr	0
363	PS *ˀimmar-	0
1855	PS *ˀamš-ay	0
30	PS *ˀanāku/ˀanV	0
96	PS *ˀanp-	0
366	PS *ˀVnar-, *ˀVran-	0
61	PS *ˀantā̆	0
101	PS *ˀanṯ-at-	0
1510	PS *ˀantī̆	0
1533	PS *ˀantina	0
1513	PS *ˀantumū̆	0
216	PS *ˀVnVy-	0
497	PS *ˀa(n)yaṣ-, *ˀanṣaw/y-	0
367	PS *ˀa(n)z/ḏar-	0
1069	PS *ˀpy	0
554	PS *ˀr	0
389	PS *ˀir(r)-at-	0
369	PS *ˀa/irbay-	0
854	PS *ˀarbaˁ-	0
324	PS *ˀurḫ-	0
370	PS *ˀarḫ-	0
125	PS *ˀrk	0
372	PS *ˀarnab(-at)-	0
373	PS *ˀarVr-	1
1847	PS *ˀrš	0
46	PS *ˀarṣ̂-	0
793	PS *ˀVrāw­, *wVrāˀ­	0
382	PS *ˀarwiy-	0
1430	PS *ˀiš	0
85	PS *ˀiš(-āt)-	0
391	PS *ˀi/ušk(-at)-	0
1385	PS *ˀit(t)-	0
1956	PS *ˀtm	0
384	PS *ˀatān-	0
409	PS *ˀaṭad-	0
325	PS *ˀaṯar-	0
493	PS *ˀa/iw(a)z-, *waz(z)-	0
1583	PS *ˀī/*ˀay	0
494	PS *ˀay-	0
1557	PS *ˀayy-	0
496	PS *ˀayyal-	0
495	PS *ˀayl-, *ˀVl-	0
1343	PS *ˀayat-	0
1004	PS *ˁabaḳ-	0
1501	PS *ˁḏb	0
1386	PS *ˁaday	0
504	PS *ˁakbar-	0
394	PS *ˁaḳib-, *ˁiḳb-	0
506	PS *ˁala/ūḳ(-at)-	0
1390	PS *ˁalay	0
268	PS *ˁly/*ˁlw	0
513	PS *ˁamm-	0
1590	PS *ˁmd	0
708	PS *ˁVnḳ-	0
508	PS *ˁVnz-	0
48	PS *ˁapar-	0
424	PS *ˁarˁar-	1
2051	PS *ˁarŝ-	0
528	PS *ˁarw/y-, ˁawr-	0
1336	PS *ˁu/irray(-at)-	0
52	PS *ˁašt-	0
860	PS *ˁaŝr-	0
1866	PS *ˁiŝr-ū	0
100	PS *ˁiṣ̂-	0
1591	PS *ˁṣ̂p/*ṣ̂ˁp	0
605	PS *ˁat(t)ūd-	0
676	PS *ˁVṯ(V)ṯ-	1
44	PS *ˁaṯ̣m-	0
1220	PS *ˁaw/yš-, *ˁašw/y-	0
19	PS *ˁayn-	0
534	PS *biˀr-, *buˀr(-at)-	0
1108	PS *bˀš	0
1003	PS *bVˁbVˁ-	1
1041	PS *bˁl	0
335	PS *baˁl-	0
590	PS *bVˁVr-	0
327	PS *bγy	0
1107	PS *bhl	0
837	PS *bVhVn-	0
1379	PS *bḥr	0
503	PS *bVkVr-	0
667	PS *baḳḳ-	0
434	PS *bVḳl-	0
1654	PS *bky	0
1618	PS *bik(ʷ)ay-, *bukay-	0
1126	PS *bVl(Vy)	0
1635	PS *bVl-	0
1233	PS *bll	1
1594	PS *bly	0
500	PS *bin-	0
501	PS *bin-(a)t-	0
1128	PS *bny	0
1637	PS *bur-	0
1741	PS *burˁ-	0
1730	PS *brḥ	0
31	PS *bi/ark-	0
543	PS *baraḳ-/*barḳ-	0
579	PS *brm	0
1739	PS *brr	1
1322	PS *brṣ	0
1737	PS *bry	0
1071	PS *bšl	0
1312	PS *bŝr	0
1834	PS *bṣ̂ṣ̂	1
1831	PS *batūl-	0
777	PS *buṭm(-at)-	0
650	PS *baṯan-	0
1239	PS *bṭl	0
1109	PS *bwṯ	0
1383	PS *bayt-	0
623	PS *dubb-	0
1224	PS *da/ib(a)r-	0
509	PS *dād-	1
1986	PS *dgš	0
1987	PS *dḥp	0
558	PS *dhm	0
2004	PS *dḳḳ	1
2000	PS *dll	1
5	PS *dam-, *ˀa-dam-	0
400	PS *dardar-	0
1990	PS *drs	0
380	PS *daṯˀ-	0
2020	PS *dwr	0
2024	PS *dawr-/*dawar-	0
1989	PS *dwš	0
1991	PS *dyn	0
620	PS *ḏiˀb-	0
978	PS *ḏVˁ-at-	0
666	PS *ḏVb(V)b-	1
833	PS *ḏaḳan-	0
2040	PS *ḏkr	0
58	PS *ḏanab-	0
53	PS *ḏarˀ-, *ḏarˁ, *zarˁ-	0
769	PS *dibš-	0
1054	PS *dlw	0
1055	PS *dalw-	0
976	PS *dVmˁ-at-	0
1660	PS *dVm(V)m-	1
1093	PS *dan(V)n-	1
721	PS *dVd-	1
827	PS *dVrdVr-	0
1103	PS *dwm	0
2023	PS *dVwr-	0
939	PS *dwy/ˀ	0
1031	PS *ḏakar-	0
1228	PS *gabb(-at)-	0
1095	PS *gVd-at-	0
692	PS *gīd-	0
39	PS *gdd	1
754	PS *gVlgVl-at-	0
1689	PS *g(ʷ)amg(ʷ)am-, *gVmgVm-	0
1597	PS *gmr	0
1175	PS *gnn/gny/gnˀ	1
1099	PS *gapp-, *ˀa-gapp-	0
1005	PS *garab-	0
967	PS *grd	0
945	PS *gŝˁ/ˀ	0
1695	PS *giŝŝ-	0
199	PS *gaw(w)iˀ-	0
832	PS *γapar-	0
642	PS *γārib-, *γurā̆b-	0
751	PS *γurl(-at)-	0
803	PS *γarVp-	0
947	PS *hḏy/w	0
544	PS *hadad-	1
133	PS *hlk	0
948	PS *hll	1
1619	PS *hVm/wām-	0
60	PS *hanni-	0
949	PS *hry	0
343	PS *hwy	0
1407	PS *ḥabl-	0
1009	PS *ḥVbVr-	0
951	PS *ḥbṭ	0
1598	PS *ḥdd	1
38	PS *ḥdṯ	0
952	PS *ḥkk	1
1750	PS *ḥa/ul(l/y)-	0
711	PS *ḥVlḳ-	0
1753	PS *ḥVmm(-at)-	0
569	PS *ḥam-	0
980	PS *ḥim-at-	0
570	PS *ḥamāt-	0
1599	PS *ḥmdr	0
553	PS *ḥmm	1
778	PS *ḥmr	0
610	PS *ḥimār-	0
1050	PS *ḥmṣ̂	0
659	PS *ḥVmṭ-	0
724	PS *ḥamṯ-	0
435	PS *ḥinṭ-at-	0
677	PS *ḥargal-	0
762	PS *ḥrš	0
817	PS *ḥasīs-	1
1559	PS *ḥVṯ̣ṯ̣-	1
794	PS *ḫlḳ	0
472	PS *ḫlš	0
1058	PS *ḫimˀ-at-	0
1633	PS *ḫaml-, *ḫVlVm-	0
855	PS *ḫam(i)š-	0
1772	PS *ḫam/nṣ-	0
1076	PS *ḫVnz(i/u)z-	0
618	PS *ḫV(n)zīr-	0
561	PS *ḫVrp-	0
603	PS *ḫVrVp-	0
960	PS *ḫrš	0
961	PS *ḫrš	0
1571	PS *ḫarūṣ-/*ḫurāṣ-	0
795	PS *ḫṭṭ	1
780	PS *ḫuṭm-	0
351	PS *ḫuṭr-	0
836	PS *ḥupn-	0
1752	PS *ḥVlṣ-	0
962	PS *ḫyl	0
1387	PS *kV	0
600	PS *kabŝ-	0
1067	PS *ḳamḥ-	0
841	PS *katip-	0
850	PS *ḳVb-at-	0
33	PS *kabid-	0
56	PS *kabkab-	0
354	PS *kbr	0
763	PS *kbs	0
986	PS *kVbVw-	0
2	PS *kal-/*kull-	0
1034	PS *kall-at-	0
69	PS *kilˀ-	0
1	PS *kalb-	0
737	PS *kVly-at-	0
697	PS *kVm-	0
1569	PS *-kVmV/-kVnV	0
849	PS *kanap-	0
863	PS *kp	0
834	PS *kapp-	0
1077	PS *ka/irr-	0
851	PS *kurāˁ-	0
1650	PS *kurkiy-	0
696	PS *kVrm-	0
82	PS *kariŝ-	0
477	PS *karaṯ-	0
1758	PS *kVS-	0
1811	PS *ka/iska/is-, *kVsˀw-	0
729	PS *kVsl-	0
764	PS *ksm	0
707	PS *ki(n)šād-	0
1812	PS *ki/uṯ̣r-	0
846	PS *ḳVrs/ṣVll-	0
1026	PS *ḳbr	0
964	PS *ḳdḥ	0
25	PS *ḳVdḳVd-	0
331	PS *ḳVdm	0
1864	PS *ḳdš	0
28	PS *ḳalb-/*ḳabl-	0
1882	PS *ḳ(ʷ)Vlḥ-	0
78	PS *ḳVlp-at-	0
1778	PS *ḳV(n)ḳVn-	0
735	PS *ḳinn-	0
402	PS *ḳanay-	0
1852	PS *ḳVrb-	0
514	PS *ḳarḳar-	0
29	PS *ḳarn-	0
2047	PS *ḳṣd	0
1605	PS *ḳṭp	0
204	PS *ḳṭr	0
478	PS *ḳVṯ(ṯ)Vˀ-	0
1732	PS *ḳ(ʷ)aˀ(ḳ(ʷ)aˀ)-	1
378	PS *ḳayŝ-	0
970	PS *ḳy/wˀ	0
1910	PS *ḳ(ʷ)Vyṣ-, *k(ʷ)Vṣṣ-	0
50	PS *lā	0
591	PS *laˀay-at-, *layˀ-at-	0
1911	PS *labb(-at)-, *lab(y)-ān-	0
27	PS *libb-	0
136	PS *labVˀ-	0
1606	PS *lbš	0
1913	PS *luγ(γ)-	0
787	PS *lḥm	0
824	PS *lVḥy-at-	0
550	PS *lahb-	0
785	PS *lVḫVm-	0
63	PS *lḥš	0
653	PS *lḫṣ/*ḫlṣ	0
886	PS *lḳḥ	0
1002	PS *lam(a)ṯ̣-	0
701	PS *lVpˀ-	0
62	PS *liš(š)ān-	0
1059	PS *laš(a)d-	0
1068	PS *lwš	0
786	PS *lwy	0
42	PS *layliy(-at)-	0
1607	PS *miˀ-at-	0
788	PS *mˀd	0
1915	PS *mV(ˀ)n(-at)-	0
34	PS *mVˁay-	0
804	PS *muḫḫ-	0
614	PS *muhr-	0
111	PS *mḫṣ̂-	0
20	PS *mlˀ	0
867	PS *mīn-	0
75	PS *mann-	0
972	PS *mny	0
502	PS *mrˀ	0
105	PS *marˀ-	0
1048	PS *mrr	1
741	PS *mVr(V)r-at-	1
894	PS *mrṣ̂	0
703	PS *mašk-	0
43	PS *mušy(-at)-	0
157	PS *mut-	0
693	PS *matn- (1)	0
1049	PS *mṭḳ, mtḳ	0
148	PS *mṯ̣ˀ	0
6	PS *mwt	0
71	PS *mā̆y	0
1568	PS *-nV	0
766	PS *nˁr	0
674	PS *nāb-, *nib(b)-	0
975	PS *nāṣiy-at-	0
249	PS *nūb(-at)-	0
551	PS *nabal-	0
1933	PS *nabī̆l-at-	0
1629	PS *nVγVr-	0
973	PS *nhḳ	0
529	PS *nah(a)r-	0
72	PS *niḥnū̆/niḥnā̆	0
1066	PS *nḫl	0
531	PS *naḫl-	0
820	PS *naḫīr-	0
152	PS *nḳb	0
1575	PS *nmr	0
619	PS *namir-	0
1110	PS *npḫ	0
540	PS *npš	0
356	PS *napš-	0
1791	PS *napa/iš-	0
1065	PS *npy	0
1117	PS *nšb	0
1850	PS *nšḳ	0
1080	PS *nVšVp-	0
1641	PS *na/iṣ(ṣ)-	0
1799	PS *nŝˀ	0
124	PS *ntn	0
4	PS *nṯk/*nkṯ	0
2018	PS *nṯ̣r	0
1000	PS *nwm	0
86	PS *nwr	0
995	PS *nyk	0
629	PS *na(ya)l-	0
1319	PS *piˀ-at-	0
633	PS *paˀr-	0
1865	PS *paˀš-	0
179	PS *paˁm-	0
831	PS *parˁ-	0
1104	PS *pdy	0
752	PS *paḥl-	0
552	PS *pVḥm-	0
3	PS *pḫr	0
406	PS *pVḳVˁ-	0
639	PS *pīl-, *pīr-	0
530	PS *pal(a)g-	0
1756	PS *plḥ	0
1645	PS *pVl(y)-	0
347	PS *pan(ay)-	0
1509	PS *p/ban/md(at)-	0
705	PS *parr-, *parw-	0
594	PS *parr(-at)-	0
631	PS *par(a)ˀ-	0
1825	PS *prˁ	0
585	PS *parγ-	0
669	PS *pVrγVṯ-	0
1744	PS *prk	0
1746	PS *prḳ	0
1747	PS *prm	0
1321	PS *prr	1
1316	PS *prs	0
1828	PS *prṣ̂	0
1318	PS *prṭ	0
985	PS *parṯ-	0
1119	PS *psḥ/ḫ	0
1326	PS *ptḥ	0
1328	PS *ptḫ	0
1329	PS *ptl	0
1330	PS *pṭr	0
35	PS *pay-	0
625	PS *riˀm-	0
891	PS *rˁw	0
24	PS *raˀš-	0
545	PS *raˁd-	0
790	PS *rby	0
730	PS *rVby-	0
571	PS *rgm	0
981	PS *ruγw-at-	0
835	PS *rāḥ-at-	0
263	PS *raḥim-	0
266	PS *rḥm	0
897	PS *rkb	0
2045	PS *rḳḳ	1
1507	PS *rVm-	0
791	PS *ršˁ	0
2007	PS *sbˀ	0
1880	PS *skr	0
755	PS *si/anp-	0
647	PS *sVnūn(Vw)-at-	1
675	PS *sā/ūs-	0
1566	PS *-šū̆	0
1053	PS *šˀb	0
1608	PS *šˀl	0
691	PS *šiˀr-	0
1021	PS *šˁl	0
1567	PS *-šā̆	0
1084	PS *šibb-	0
857	PS *šabˁ-	0
856	PS *šidṯ-	0
559	PS *šaḥ(a)r-	0
809	PS *šḫn	0
714	PS *šaḫ(a)y(-at)-	0
1512	PS *šī̆/šī̆ˀ/šī̆ya	0
1063	PS *škr	0
1062	PS *šikar-	0
321	PS *škt	0
9	PS *šḳy	0
1979	PS *š/sVl(V)ˁ-	0
663	PS *šalaḥpaw/y-, *šalapḥaw/y-	0
1070	PS *šlḳ	0
753	PS *šily-at-	0
1534	PS *šumū̆	0
37	PS *šVm-	0
1570	PS *-šVmV/-šVnV	0
26	PS *šmˁ	0
1687	PS *š/ŝVmm-	0
150	PS *šamn-	0
536	PS *šamā̆y-	0
560	PS *šan-at-	0
572	PS *šin-at-	0
1535	PS *šina	0
398	PS *šu(n)bul-at-	0
64	PS *šinn-	0
1085	PS *šu/in(n)ār-, *šurān-	0
160	PS *špl	0
2003	PS *šapū/il-	0
142	PS *šrḳ	0
338	PS *šry/šrw	0
7	PS *šty	0
1511	PS *šū̆/šū̆ˀ/šū̆wa	0
1578	PS *ṣγr	0
1025	PS *šgˁ	0
1692	PS *ṣVl(Vl)-	1
1006	PS *ṣVrnVˁ-at-	0
678	PS *ṣarṣar-, *ṣarṣūr-	0
126	PS *ṣaw(ˀ)ar-	0
1946	PS *ŝˀm	0
1193	PS *ŝaˀn-	0
21	PS *ŝaˁr-	0
1495	PS *ŝVbVr-	0
95	PS *ŝahr-	0
698	PS *ŝaḥm-	0
852	PS *ŝalāṯ-	0
565	PS *ŝamˀāl-	0
57	PS *ŝamš-	0
738	PS *ŝVp-	0
1494	PS *ŝVp(V)r-	0
1046	PS *ŝrb	0
1209	PS *ŝrm	0
792	PS *ŝrp	0
98	PS *ŝVrš-	0
1483	PS *ŝVry/w/ˁ-, *ŝVry/ ˁ-ān-	0
1012	PS *ŝayb-at-, ŝīb-at-	0
161	PS *ŝyḫ	0
1871	PS *ŝym	0
1482	PS *ŝayp	0
596	PS *ṣ̂aˀn-	0
1573	PS *ṣ̂bṭ	0
622	PS *ṣ̂VbVˁ-	0
1043	PS *ŝbˁ	0
715	PS *ṣ̂ilaˁ-	0
2021	PS *ṣ̂md	0
821	PS *ŝap-at-	0
717	PS *ṣ̂Vrˁ-	0
65	PS *ṣ̂irš-	0
1023	PS *ṣ̂rṭ	0
1711	PS *ŝₓVbay(-at)-	0
1207	PS *ŝyb	0
480	PS *tiˀin(-at)-	0
399	PS *tibn-	0
171	PS *tihām(-at)-	0
1984	PS *tkb	0
716	PS *tVlVˁ-	0
523	PS *tVll-	0
1087	PS *tVrr-	0
859	PS *tišˁ-	0
682	PS *tawliˁ-at-	0
604	PS *tayš-	0
1047	PS *ṭˁm	0
1613	PS *ṭbḥ/*ṭbḫ	0
1881	PS *ṯbr	0
2030	PS *ṯḳl	0
748	PS *ṭVlḥīm-	0
1018	PS *ṭmm, ˀṭm	0
518	PS *ṭīn-	0
116	PS *ṭyb/ṭwb	0
598	PS *ṯaˀ(w)-at-	0
621	PS *ṯVˁVl-, *ṯaˁlab-	0
479	PS *ṯaḳid-	0
1088	PS *ṯVl-	0
546	PS *ṯalg-	0
475	PS *ṯūm-	0
858	PS *ṯamāniy-	0
67	PS *ṯin-ā	0
732	PS *ṯVn(n)-	0
750	PS *ṯapr-	0
1479	PS *ṯarb-	0
345	PS *ṯawr-	0
984	PS *ṯyn	0
2019	PS *ṯ̣ˁn	0
624	PS *ṯ̣aby(-at)-	0
1981	PS *tḫḫ	1
1064	PS *ṭḥn	0
726	PS *ṯ̣ahr-	0
556	PS *ṯ̣ill-	0
145	PS *ṯ̣lm	0
1044	PS *ṯ̣mˀ	0
10	PS *ṯ̣ipr-	0
520	PS *ṯ̣Vrr-	0
353	PS *wbl	0
90	PS *wdˁ, *ydˁ	0
1996	PS *w/ˀgm	0
168	PS *wkl	0
341	PS *wḳd/*ḳwd	0
901	PS *wld	0
257	PS *wrd	0
192	PS *warīd-	0
94	PS *war(i)ḫ-	0
758	PS *warik(-at)-	0
87	PS *wrḳ	0
661	PS *waran/l-	0
1867	PS *wŝr	0
261	PS *wŝˀ̣	0
131	PS *wṯb	0
23	PS *yad-	0
134	PS *yawm	0
564	PS *yamVn-	0
900	PS *ynḳ	0
1853	PS *yšr	0
1341	PS *zapp/bb-	0
796	PS *zbl	0
987	PS *zibl-	0
722	PS *zīḏ-	0
1725	PS *zarzī/ūr-	0
2052	PS *zwr/zyr	0
1726	PS *zīz-	1
1586	PS *ˀsr	0
1381	PS bḫr	0
1377	PS *bwˀ	0
1595	PS *byt	0
1988	PS *dmḳ	0
1389	PS *kVma/kVmā	0
1985	PS *lˀm	0
2067	PS *rḳḥ	0
739	PWS *ˀiṣbaˁ-	0
505	PWS *ˁaḳrab-	0
1234	PWS *blṣ	0
1971	PWS *blṣ	0
1784	PWS *barr-	0
436	PWS *burr-	0
114	PWS *bi/aŝar-	0
1015	PWS *gbṯ	0
704	PWS *gild-	0
1174	PWS *gann-, *gann-at-	0
712	PWS *gVrgVr-at-	0
1057	PWS *ḥalab-	0
957	PWS *ḥly, *ḥll, *ḥyl	0
519	PWS *ḥVṣ-; *ḥVṣVṣ-	0
727	PWS *ḥVṣ̂n-	0
1344	PWS *ḥyy (*ḥwy, *ḥyw)	0
482	PWS *ḫāḫ-	1
511	PWS *ḫāl-	0
2031	PWS *ksw	0
1051	PWS *milḥ-	0
1073	PWS *malik-/*malk-	0
983	PWS *nVḫ-	0
643	PWS *našr-	0
1743	PWS *prḫ	0
1763	PWS *puw-at-	0
599	PWS *raḫil-	0
1561	PWS *šgy	0
844	PWS *šāḳ-	0
106	PWS *ṣVp(p)Vr-	0
1365	PWS *ṣ̂pr	0
991	PWS *ṯ̣iˀ-at-	0
1036	PWS *yatVm-	0
527	PCS *ˁar(ā)d-	0
1393	PCS *ˁwn	0
593	PCS *baḳar-	0
609	PCS *gady-	0
1060	PCS *gubn-at-	0
1096	PCS *gVnVn-	1
1035	PCS *ḫatan-	0
1141	PCS *magd-	0
1194	PCS *nḥl	0
1415	PCS *niḥl-at-	0
1195	PCS *nḳm	0
581	PCS *pṣḥ	0
1204	PCS *škn	0
1428	PCS *šVlḫ-	0
1155	PCS *šlw	0
1156	PCS *šwy	0
1201	PCS *ṣyd	0
1160	PCS *ŝnˀ	0
1164	PCS *ṯpṭ	0
205	PCS *ṯ̣ūr-	0
137	PNWS *dmy	0
706	 PC *γār-	0
360	Areal reconstruction *ˀibil-	0
532	Areal reconstruction *baḥr-	0
1978	Areal reconstruction *bāb-	1
798	Areal reconstruction *bVkr-	0
437	Areal reconstruction *duḫn-	0
799	Areal reconstruction *gamal-	0
2053	Areal reconstruction *hwy	0
2055	Areal reconstruction *ḫbt	0
2008	Areal reconstruction *kasp-	0
2062	Areal reconstruction *kš/ŝd	0
617	Areal reconstruction *kawdan-	0
2063	Areal reconstruction *ḳbˀ/y	0
1839	Areal reconstruction *mnḳb	0
1854	Areal reconstruction *mayšar-	0
800	Areal reconstruction *nāḳ-at-	0
688	Areal reconstruction *pagr-	0
615	Areal reconstruction *pVrd-	0
801	Areal reconstruction *parzil-	0
1680	Areal reconstruction *sVwsVw-	0
51	PS *ˀaḥad-	0
368	PS *ˀapˁaw-	0
487	PS *ˀVṯkāl-	0
499	PS *ˁigwal- // ˁigl-	0
429	PS *ˁmḳ	0
1961	PS *bṣ̂r	0
1895	PS *btt	1
1639	PS *daˀy(-at)-	0
59	PS *ḏV	0
1521	PS *gurn-	0
206	PS *ḥḏy/*ḥzy	0
1823	PS *pḳd	0
1805	PS *plg	0
911	PS *rḥṣ̂	0
734	PS *šit-	0
932	PS *ṣ̂yḳ	0
747	PS *ṭiḥāl-	0
1001	PS *wšn	0
1724	PS *zVmr-	0
486	PWS *ˀVbb-	0
1241	PWS *ˀVḏ(ay)	0
1584	PWS *ˀal	0
186	PWS *ˀalp-	0
187	PWS *ˀmn	0
425	PWS *ˀarz-	0
326	PWS *ˀty/*ˀtw	0
1244	PWS *ˁḳl	0
1020	PWS *ˁlg	0
1246	PWS *ˁVwVl-	0
158	PWS *ˁawp-	0
938	PWS *ˁwr	0
612	PWS *ˁayr-	0
1248	PWS *ˁzz	0
1106	PWS *bi/ba	0
1249	PWS *baˁda	0
1311	PWS *bdd	1
16	PWS *blˁ	0
1939	PWS *brḥ	0
1766	PWS *birk-at-	0
1764	PWS *bVt-	0
1252	PWS *byn	0
1253	PWS *bayna	0
2044	PWS *dkk	1
840	PWS *ḏirāˁ-	0
525	PWS *dabr-	0
941	PWS *ḏmm	1
140	PWS *ganb-	0
1260	PWS *gwr	0
195	PWS *γll	1
1130	PWS *γlm	0
1261	PWS *gzr	0
1264	PWS *ḥadr-/*ḫadr-	0
728	PWS *ḥVḳw-	0
1265	PWS *ḥkm	0
954	PWS *ḥlm	0
679	PWS *ḥVsVn-	0
1269	PWS *ḥṭb	0
1560	PWS *ḥṯ̣ṯ̣	1
1270	PWS *ḥayl-/*ḫayl-	0
988	PWS *ḫVrˀ-	0
1273	PWS *ḫsr	0
1274	PWS *kry	0
1275	PWS *kwn	0
1282	PWS *ḳny	0
1298	PWS *ḳṣr	0
