Glottocode	Concepticon_Gloss	cons
hopi1249	BLACK	q m v w s ʔ
hopi1249	NAME	t ŋ w n
hopi1249	THAT	p m
hopi1249	WOMAN	w t
hopi1249	SUN	t w
hopi1249	SAY	k + t
hopi1249	TWO	l m
hopi1249	BELLY	p n
hopi1249	FAT (ORGANIC SUBSTANCE)	w h
hopi1249	DOG	p k
hopi1249	THOU	m
hopi1249	GREEN	s kʷ
hopi1249	ROUND	p l ŋ p
hopi1249	GREEN	s kʷ
hopi1249	EAR	n q v
hopi1249	HORN (ANATOMY)	l
hopi1249	HEAD	q t
hopi1249	BLOOD	ŋ w
hopi1249	ONE	s k
hopi1249	NOSE	j q
hopi1249	FULL	p k w + t
hopi1249	THIS	ʔ
hopi1249	YELLOW	s k ŋ p
hopi1249	COLD	s s ŋ w
hopi1249	EYE	p s
hopi1249	KNEE	t m
hopi1249	DRINK	h k
hopi1249	TONGUE	l ŋ
hopi1249	EAT	s w
hopi1249	LEAF	n p
hopi1249	DRY	l q
hopi1249	BIRD	ts r
hopi1249	WE	t m
hopi1249	EARTH (SOIL)	t c kʷ
hopi1249	SWIM	m m r t m
hopi1249	NEW	p h
hopi1249	MOUNTAIN	t kʷ
hopi1249	KILL	n n
hopi1249	BIG	w j q
hopi1249	ALL	s s j m
hopi1249	TOOTH	t m
hopi1249	STONE	
hopi1249	FISH	p k w
hopi1249	WHAT	h m
hopi1249	BONE	q
hopi1249	SLEEP	p w
hopi1249	SMOKE (EXHAUST)	kʷ c ŋ w
hopi1249	LOUSE	t
hopi1249	LIE (REST)	w ʔ k w + t
hopi1249	FLY (MOVE THROUGH AIR)	m s
hopi1249	DIE	m k
hopi1249	WHITE	q c w s ʔ
hopi1249	FOOT	k k
hopi1249	BREAST	p h
hopi1249	ALL	s s j
hopi1249	SKIN	ts p
hopi1249	SMALL	ts k
hopi1249	HEART	n ŋ w
hopi1249	LIVER	n m
hopi1249	EGG	n h
hopi1249	PERSON	s n
hopi1249	SEE	j r
hopi1249	SAND	t w
hopi1249	BITE	k k
hopi1249	SEED	p s
hopi1249	I	n ʔ
hopi1249	RED	p l
hopi1249	BARK	ts p
hopi1249	WHO	h k
hopi1249	MOUTH	m ʔ
hopi1249	HAIR	h m
hopi1249	MOUNTAIN	t w
hopi1249	CLOUD	m w
hopi1249	NECK	kʷ p
hopi1249	HAND	m ʔ
hopi1249	COME	p w ʔ
hopi1249	HEAR	n v t
huic1243	STONE	t t
huic1243	HAND	m m
huic1243	TONGUE	t n
huic1243	GIVE	p t
huic1243	BIRD	w k
huic1243	EAT	k m
huic1243	EAR	n k
huic1243	TAIL	kʷ r
huic1243	THIS	k
huic1243	KNEE	t n
huic1243	FEATHER	n
huic1243	SMOKE (EXHAUST)	k
huic1243	COME	n
huic1243	HAIR	k p
huic1243	BLOOD	z r j
huic1243	EARTH (SOIL)	kʷ
huic1243	YELLOW	t r j
huic1243	GREEN	c + r + j
huic1243	MOUTH	t n
huic1243	BONE	m
huic1243	THOU	k
huic1243	DRINK	
huic1243	SLEEP	k c
huic1243	SAY	h
huic1243	DRY	w k
huic1243	KNOW (SOMETHING)	m t
huic1243	LIE (REST)	k
huic1243	DOG	ts k
huic1243	KNEE	w t
huic1243	DRINK	h r
huic1243	SEED	m r
huic1243	COLD	h t + z
huic1243	NOSE	ts r
huic1243	DRINK	j
huic1243	NAME	t w
huic1243	SAND	z k r
huic1243	LONG	t w
huic1243	SMOKE (EXHAUST)	k c
huic1243	DRINK	h r
huic1243	ONE	z w
huic1243	CLAW	z t
huic1243	ALL	j n t
huic1243	HEART	j r
huic1243	RED	r t
huic1243	CLAW	z t
huic1243	BLACK	p + j w
huic1243	HEAD	m ʔ
huic1243	SKIN	n w
huic1243	CLOUD	h + w + t + r
huic1243	WATER	h
huic1243	SMALL	tʃ p
huic1243	I	n
huic1243	WHO	q
huic1243	SKIN	w
huic1243	SMOKE (EXHAUST)	kʷ n
huic1243	FEATHER	n
huic1243	WALK	w
huic1243	HEAR	n
huic1243	WHO	t t
huic1243	FOOT	k t
huic1243	DIE	m
huic1243	NECK	k t c
huic1243	BITE	k
huic1243	TREE	k j
huic1243	EAT	kʷ
huic1243	HEAR	n
huic1243	FAT (ORGANIC SUBSTANCE)	w j
huic1243	WHITE	t r + m
huic1243	LIE (REST)	h
huic1243	KNOW (SOMETHING)	m
huic1243	FIRE	t
huic1243	SWIM	h
huic1243	SWIM	h r k
huic1243	MOUNTAIN	j m r
huic1243	LIE (REST)	h
huic1243	SEE	z
huic1243	FLY (MOVE THROUGH AIR)	w
huic1243	MAN	k
huic1243	NIGHT	t k r k
huic1243	BELLY	h k
huic1243	BLACK	j w
huic1243	SMALL	p
huic1243	NEW	h kʷ
huic1243	ROOT	n n
huic1243	GOOD	r
huic1243	TOOTH	t m
huic1243	TWO	h t
huic1243	SUN	t
huic1243	WHITE	p + t + r
huic1243	WOMAN	k
huic1243	NECK	k p
huic1243	WALK	w
huic1243	EGG	t w r
huic1243	ALL	n t
huic1243	HORN (ANATOMY)	w + t
huic1243	BREAST	ts c
huic1243	SEED	h c
huic1243	WE	t m
huic1243	MOON	m c
huic1243	STAR	z r w
huic1243	GIVE	kʷ t
huic1243	PERSON	t t r
huic1243	SEE	n r
huic1243	BELLY	j m j
huic1243	ALL	n
huic1243	BIG	p n n
huic1243	MANY	kʷ n j
huic1243	BIRD	w
huic1243	SAND	z k r
huic1243	BIG	p p
huic1243	LOUSE	t c
huic1243	FISH	k c
huic1243	FOOT	k
huic1243	ASH	n r
huic1243	THAT	w
huic1243	BITE	k
huic1243	WHAT	h
huic1243	SMALL	tʃ m p
huic1243	KILL	m
huic1243	LIVER	n m
huic1243	GOOD	j r
huic1243	SAY	t
huic1243	KNOW (SOMETHING)	m
huic1243	LEAF	z m
huic1243	FEATHER	n
huic1243	EYE	h z
kara1289	HEAD	n + k
kara1289	SLEEP	n j n n
kara1289	DRINK	k n
kara1289	EGG	d h m
kara1289	FIRE	kʷ l s m
kara1289	LIE (REST)	w + k
kara1289	SEE	t c
kara1289	ROUND	l + k m
kara1289	KNOW (SOMETHING)	kʷ s
kara1289	SMOKE (EXHAUST)	n w n
kara1289	TONGUE	 + l n
kara1289	GIVE	b w s
kara1289	MAN	t c j
kara1289	GOOD	p l
kara1289	SAY	k p n
kara1289	TREE	kʷ n
kara1289	SMALL	kʷ n
kara1289	SKIN	k s l
kara1289	EAT	k n m s
kara1289	TOOTH	d l n k n
kara1289	KILL	h k
kara1289	BIG	k n n
kara1289	FISH	k l s
kara1289	WALK	j
kara1289	TWO	h k
kara1289	FISH	m
kara1289	BELLY	 + l k
kara1289	FIRE	h m h
kara1289	ASH	h n
kara1289	WALK	ʃ k
kara1289	MAN	c
kara1289	COLD	d l n
kara1289	TOOTH	
kara1289	HAIR	k + k
kara1289	MAN	h k s
kara1289	BIRD	k d n
kara1289	GOOD	k s t + b h
kara1289	BLACK	p l
kara1289	SUN	k l s
kara1289	LONG	w l
kara1289	WOMAN	c d
kara1289	FEATHER	h m d l k
kara1289	MOUTH	m + kʷ
kara1289	NOSE	m +  + l k
kara1289	MAN	j m w
kara1289	WATER	k l
kara1289	FIRE	kʷ t c
kara1289	SAND	k h n
kara1289	MOON	 + l
kara1289	ONE	n ts
kara1289	BLACK	m
kara1289	EYE	m + k s
kara1289	NECK	m + s b k
kara1289	RED	t m j k
kara1289	FOOT	h m
kara1289	COME	g s
kara1289	EARTH (SOIL)	k h m k m
kara1289	KNOW (SOMETHING)	k m n
kara1289	SUN	d w l
kara1289	DOG	k ts
kara1289	KNEE	n + k l s
kara1289	WHITE	p k
kara1289	WATER	k m k m
kara1289	BREAST	k n n
kara1289	HAND	l h m
kara1289	SLEEP	m̩
kara1289	FOOT	k k j
kawa1283	BELLY	s p v
kawa1283	SEE	p k
kawa1283	NAME	n j + v
kawa1283	WE	t m
kawa1283	ROUND	m d + ʔ n + d
kawa1283	BLOOD	p + p
kawa1283	WE	n m
kawa1283	BIRD	w z + k z
kawa1283	HEAR	n g
kawa1283	LOUSE	c + v
kawa1283	THOU	m m
kawa1283	DIE	ʔ n ʔ + kʷ
kawa1283	EAR	n g + v v
kawa1283	NIGHT	t g w
kawa1283	SKIN	s v ʔ
kawa1283	WOMAN	m m ʔ
kawa1283	TOOTH	t w + b
kawa1283	EGG	n p + v
kawa1283	WHO	h n
kawa1283	WE	t w
kawa1283	EYE	p ʔ + v
kawa1283	DRINK	h v
kawa1283	COME	p d
kawa1283	SMOKE (EXHAUST)	kʷ h + d
kawa1283	GREEN	p h + g d
kawa1283	TWO	w h
kawa1283	DOG	p g z
kawa1283	DIE	t p k + kʷ
kawa1283	WALK	p g
kawa1283	SAY	m
kawa1283	I	n ʔ
kawa1283	THAT	s m t
kawa1283	THAT	n
kawa1283	HAIR	ts p + v
kawa1283	ALL	m n j
kawa1283	WHAT	h n ʔ p
kawa1283	BITE	k ʔ
kawa1283	COLD	s t ʔ w d
kawa1283	FOOT	n b + v
kawa1283	FIRE	k n
kawa1283	DIE	j w ʔ + kʷ
kawa1283	PERSON	n w
kawa1283	THIS	n
kawa1283	RED	g
kawa1283	FEATHER	w ʃ ʔ + v
kawa1283	STAR	p c + v
kawa1283	BARK	s v
kawa1283	HORN (ANATOMY)	 + p
kawa1283	BREAST	p h + v
kawa1283	THIS	s ʔ t
kawa1283	FISH	p g + v
kawa1283	LONG	p ʔ t g r
kawa1283	CLOUD	k n + v
kawa1283	THAT	t
kawa1283	TAIL	k ʃ v
kawa1283	KILL	p k
kawa1283	ASH	k c + p
kawa1283	TAIL	kʷ s
kawa1283	THAT	s m n
kawa1283	EAT	k ʔ
kawa1283	SAND	ʃ hʷ + b
kawa1283	THIS	s ʔ n
kawa1283	NEW	v t
kawa1283	ROOT	t n
kawa1283	BONE	h + v
kawa1283	MANY	w
kawa1283	FULL	p n ʔ
kawa1283	THIS	t
kawa1283	GIVE	r
kawa1283	FAT (ORGANIC SUBSTANCE)	j h + v
kawa1283	STONE	t b + tʃ
kawa1283	SMALL	v ʔ p tʃ
kawa1283	WOMAN	m m ʔ
kawa1283	HAND	m ʔ + v
kawa1283	THAT	s ʔ t
kawa1283	SEED	p ʔ + v
kawa1283	TREE	w v
kawa1283	SUN	t v
kawa1283	MOON	m + z
kawa1283	GIVE	d
kawa1283	HEART	p h j + p
kawa1283	WATER	p ʔ
kawa1283	THOU	m
kawa1283	FLY (MOVE THROUGH AIR)	j z
kawa1283	LEAF	n g + v
kawa1283	YELLOW	h v + g d
kawa1283	GOOD	p ʃ
kawa1283	NECK	k r + v
kawa1283	TONGUE	g + b
kawa1283	SLEEP	p
kawa1283	MOUNTAIN	k + v
kawa1283	BIG	w k
kawa1283	NOSE	m v + t ʔ + v b
kawa1283	KNOW (SOMETHING)	p c
kawa1283	LIVER	n w + b
kawa1283	FULL	t b t
kawa1283	SEE	p n
kawa1283	MAN	t ʔ n p z
kawa1283	SWIM	p k n kʷ
kawa1283	HEAD	t c + v
kawa1283	BLACK	t h + kʷ d
kawa1283	DRY	t v s t d
kawa1283	ONE	s j
kawa1283	CLAW	t ʃ t ʔ + b
kawa1283	LIE (REST)	h v
kawa1283	WHO	h n
kawa1283	WHITE	s + g d
kawa1283	KNEE	t n + v
kawa1283	MOUTH	t b + v
kawa1283	EARTH (SOIL)	t b + tʃ
kawa1283	THAT	s ʔ n
kiow1266	WOMAN	m
kiow1266	BREAST	z p
kiow1266	FOOT	n s
kiow1266	RED	g l
kiow1266	NOSE	m kˀ n
kiow1266	FISH	p
kiow1266	KILL	d
kiow1266	COLD	kˀ
kiow1266	YELLOW	g tˀ + kˀ
kiow1266	BIRD	tˀ n
kiow1266	TONGUE	d n
kiow1266	BELLY	b t
kiow1266	ONE	p k
kiow1266	NECK	kˀ l
kiow1266	SAY	t
kiow1266	BIG	t
kiow1266	NAME	kʰ + g
kiow1266	TAIL	tʰ n
kiow1266	PERSON	kˀ j k m
kiow1266	ROOT	kˀ tˀ n
kiow1266	STONE	ts
kiow1266	SAND	p
kiow1266	LIVER	tˀ l
kiow1266	SLEEP	d
kiow1266	MAN	kˀ j
kiow1266	NIGHT	g
kiow1266	MOUTH	s l
kiow1266	BARK	kʰ
kiow1266	WHITE	tˀ
kiow1266	EARTH (SOIL)	d m
kiow1266	WALK	h
kiow1266	DIE	h
kiow1266	WATER	tʰ
kiow1266	HAIR	l
kiow1266	BLOOD	 + m
kiow1266	LEAF	 + d + g
kiow1266	HORN (ANATOMY)	g d
kiow1266	SMOKE (EXHAUST)	h b
kiow1266	SKIN	kʰ
kiow1266	FEATHER	
kiow1266	SMALL	tʰ n
kiow1266	BIG	b n
kiow1266	LONG	k n
kiow1266	SUN	p
kiow1266	LIE (REST)	kˀ tʃˀ
kiow1266	HAND	m n
kiow1266	STAR	t
kiow1266	DRY	tʰ p
kiow1266	BLACK	kʰ
kiow1266	LONG	k j
kiow1266	FLY (MOVE THROUGH AIR)	pʰ + h
kiow1266	TOOTH	z
kiow1266	COME	
kiow1266	FIRE	pʰ
kiow1266	HEAD	l tʰ
kiow1266	BITE	kˀ l
kiow1266	ROUND	b
kiow1266	KNOW (SOMETHING)	h g j
kiow1266	HEAR	tˀ
kiow1266	ASH	s pʰ n
kiow1266	FAT (ORGANIC SUBSTANCE)	kˀ g j
kiow1266	CLAW	m n tsˀ
kiow1266	TWO	j
kiow1266	EAR	tˀ d
kiow1266	DRINK	tʰ
kiow1266	EAT	p
kiow1266	MOUNTAIN	kˀ p
kiow1266	GOOD	
kiow1266	BONE	tʰ s
kiow1266	NEW	s t + d
kiow1266	CLOUD	pʰ + n
kiow1266	EGG	tˀ
kiow1266	MANY	
kiow1266	DOG	ts g n
kiow1266	GREEN	tˀ d + s j
kiow1266	LIE (REST)	kˀ l
kiow1266	HEART	tʰ n
kiow1266	TREE	
kiow1266	LOUSE	pʰ
kiow1266	SEE	b
kiow1266	GIVE	m g
kiow1266	KNEE	tˀ l b
kiow1266	EYE	t
kiow1266	SEED	
kiow1266	MOON	pˀ h
kita1252	NECK	n g h ts
kita1252	BLACK	j ʔ v ʔ k
kita1252	CLAW	w ts
kita1252	SKIN	k c
kita1252	KILL	m k
kita1252	DRY	w h k
kita1252	DOG	ʔ tʃ t
kita1252	KNEE	t m + ts
kita1252	DRINK	p ʔ
kita1252	SEE	h
kita1252	DIE	m k
kita1252	GIVE	m k
kita1252	FIRE	k t
kita1252	EAT	k ʔ
kita1252	PERSON	k k ʔ
kita1252	FEATHER	p h ts
kita1252	PERSON	t k t
kita1252	LEAF	k v ts
kita1252	HAIR	ʃ h ts
kita1252	KNOW (SOMETHING)	ʔ n
kita1252	I	n ʔ
kita1252	BLOOD	ʔ tʃ
kita1252	SEED	p ts
kita1252	FISH	k h tʃ
kita1252	LOUSE	ʃ v c c ts
kita1252	KILL	k n
kita1252	MOON	m j tʃ
kita1252	LONG	m t ʔ ʔ
kita1252	NEW	ʔ m j t
kita1252	EARTH (SOIL)	t v tʃ
kita1252	HAIR	p h ts
kita1252	THAT	m ʔ
kita1252	CLOUD	w n g t
kita1252	THOU	m ʔ
kita1252	NECK	m h ts
kita1252	RED	kʷ ʃ p k
kita1252	BELLY	t ʔ tʃ
kita1252	NAME	t w
kita1252	EAR	k v ts
kita1252	BREAST	p ʔ ts
kita1252	WATER	p tʃ
kita1252	GOOD	n m tʃ
kita1252	BITE	k ʔ
kita1252	EGG	p n
kita1252	THAT	p t ʔ
kita1252	TREE	k tʃ t
kita1252	LIE (REST)	kʷ ʔ k
kita1252	FLY (MOVE THROUGH AIR)	j ʔ
kita1252	ALL	p j
kita1252	DOG	k c ʔ
kita1252	HAIR	k p ts
kita1252	TOOTH	t m ts
kita1252	COME	k m
kita1252	HEAD	p ʃ tʃ
kita1252	BIRD	m h ts
kita1252	STONE	t m t
kita1252	WHAT	h t
kita1252	LIVER	n m ts
kita1252	MOUTH	ʃ tʃ tʃ
kita1252	BARK	k c
kita1252	WOMAN	kʷ h k
kita1252	WALK	t h k
kita1252	FOOT	ts k ts
kita1252	KNEE	t m + ts
kita1252	NIGHT	t k
kita1252	SAY	h k
kita1252	WE	ts m
kita1252	SAND	j r m tʃ
kita1252	BIG	ʔ tʲ ʔ
kita1252	BONE	ʔ ts
kita1252	HORN (ANATOMY)	ʔ + ts
kita1252	MAN	p tʃ k
kita1252	DIE	n p k
kita1252	ONE	h w k p
kita1252	WHITE	ʔ j k
kita1252	HAND	m + ts
kita1252	STAR	h ʔ tʃ
kita1252	SMALL	ʔ n ʔ s ʔ
kita1252	TONGUE	n n g tʃ
kita1252	ROOT	ʃ tʃ
kita1252	WALK	n m
kita1252	ROOT	n g k w
kita1252	ASH	k k t
kita1252	SKIN	t k
kita1252	WHO	h m
kita1252	GREEN	r ʔ p k
kita1252	ROUND	p r p k
kita1252	BLACK	m n ʃ m ʔ
kita1252	LOUSE	ʔ tʃ m tʃ
kita1252	SWIM	p β ts j ʔ ʔ
kita1252	FAT (ORGANIC SUBSTANCE)	w p t
kita1252	SUN	t m t
kita1252	SAND	ʔ k tʃ
kita1252	BIRD	w c t t
kita1252	FULL	p t k
kita1252	TAIL	kʷ c t ts
kita1252	MANY	w r
kita1252	EYE	v ʔ
kita1252	HEART	h n + ts
kita1252	TWO	w h
kita1252	SMOKE (EXHAUST)	m w ʔ t
kita1252	FEATHER	m h ts
kita1252	WE	ts ts
kita1252	NOSE	m k p ts
kita1252	HEAR	m tʃ
kita1252	BELLY	h n ts
kita1252	YELLOW	ʔ m r j ʔ
kita1252	COLD	ʃ v t
kita1252	EAT	kʷ ʔ
kita1252	MOUNTAIN	k j ts
kita1252	THIS	β ʔ
kita1252	SLEEP	k m
luis1253	SEE	t w
luis1253	CLOUD	t v +  + ʃ
luis1253	LIVER	n m
luis1253	TREE	k l + w + t
luis1253	STAR	ʂ ʔ + l
luis1253	COLD	p t + p t + ʃ
luis1253	BLACK	j v + t
luis1253	BIRD	h ŋ + m + l
luis1253	TAIL	p q w s v
luis1253	SAY	h h j
luis1253	KILL	m k n
luis1253	EAT	n tʃ x n
luis1253	SAND	x v + l
luis1253	DOG	w + l
luis1253	ASH	t l ŋ + ʃ
luis1253	EARTH (SOIL)	x + l
luis1253	WATER	p w
luis1253	BONE	k l w + t
luis1253	GOOD	l v
luis1253	NIGHT	t k + m + t
luis1253	NAME	t ŋ + l
luis1253	SEE	t w
luis1253	MAN	j ʔ + ʃ
luis1253	MOUNTAIN	q w + tʃ
luis1253	HEAD	j + l
luis1253	FOOT	 + t
luis1253	KNEE	q x + m
luis1253	ONE	s p l
luis1253	ROUND	p v
luis1253	ROOT	kʷ n m + ʃ
luis1253	LEAF	p v l + ʃ
luis1253	BARK	t tʃ
luis1253	PERSON	 + t x
luis1253	BELLY	t ʔ + l
luis1253	WE	ts m ʔ
luis1253	SKIN	t v + ʃ
luis1253	WE	ts ʔ m
luis1253	EAR	n q + l
luis1253	DRY	 + w x + v
luis1253	WHAT	h ʃ
luis1253	GREEN	k n + k n + ʃ
luis1253	WHAT	h ts
luis1253	WE	ts ʔ m
luis1253	NECK	q l + t
luis1253	FULL	m j
luis1253	TONGUE	w j
luis1253	HEAR	n q m
luis1253	STONE	t + t
luis1253	HAIR	j + l
luis1253	FEATHER	h m s t
luis1253	I	n
luis1253	DRINK	p ʔ
luis1253	SWIM	w j
luis1253	THOU	m
luis1253	MANY	h h
luis1253	LONG	t v + l v + ʃ
luis1253	WE	ts ʔ m
luis1253	SMOKE (EXHAUST)	k m + t
luis1253	THAT	n
luis1253	EYE	p ʃ + l
luis1253	SUN	t m + t
luis1253	YELLOW	ʂ + ʔ ʂ + ʃ
luis1253	CLAW	ʂ l + t
luis1253	FLY (MOVE THROUGH AIR)	w l
luis1253	THIS	β ʔ
luis1253	WATER	p + l
luis1253	HORN (ANATOMY)	ʔ w
luis1253	MOON	m + l
luis1253	BREAST	p + t
luis1253	EGG	p n + l
luis1253	DIE	m k n
luis1253	HAND	m + t
luis1253	NOSE	m v + l
luis1253	WALK	w k l
luis1253	FISH	n + m + l
luis1253	LIE (REST)	w w
luis1253	SLEEP	k p
luis1253	KNOW (SOMETHING)	ʔ n
luis1253	WOMAN	ʂ ŋ + l
luis1253	HEART	ʂ n + l
luis1253	LOUSE	l + t
luis1253	BLOOD	 + l
luis1253	RED	q w j + q w j + ʃ
luis1253	BITE	k ʔ
luis1253	FAT (ORGANIC SUBSTANCE)	w ʔ
luis1253	KNOW (SOMETHING)	n + n
luis1253	ALL	tʃ ʔ n
luis1253	WHO	h x
luis1253	MOUTH	t m + t
luis1253	WHITE	x w
luis1253	NEW	p + t
luis1253	GIVE	v
luis1253	FIRE	k + t
luis1253	COME	h q w tʃ
luis1253	BIG	j + t
luis1253	SEED	p ʃ + l
luis1253	TWO	w
luis1253	TOOTH	t m + t
luis1253	SMALL	l ʔ + m + l
mayo1264	THAT	h r
mayo1264	RED	s k l
mayo1264	WHO	h β s
mayo1264	TWO	w j
mayo1264	ROUND	l b
mayo1264	ALL	ts k t
mayo1264	STONE	t t
mayo1264	ROOT	n w
mayo1264	BIG	b w ʔ r
mayo1264	SMALL	l tʃ
mayo1264	BONE	t
mayo1264	SAY	h w
mayo1264	WHAT	h t
mayo1264	TREE	k t
mayo1264	DIE	m k
mayo1264	DRY	w k
mayo1264	BARK	b w
mayo1264	EYE	p s m
mayo1264	DRINK	h ʔ + j
mayo1264	HAND	m m m
mayo1264	LIVER	h m m
mayo1264	GREEN	s l
mayo1264	DOG	tʃ ʔ
mayo1264	FISH	k tʃ
mayo1264	BELLY	t p
mayo1264	BIRD	w k t
mayo1264	WATER	b ʔ
mayo1264	WALK	w r m
mayo1264	SEE	b tʃ
mayo1264	KNOW (SOMETHING)	h ʔ n + j
mayo1264	I	n p
mayo1264	CLOUD	n m
mayo1264	MOON	m tʃ
mayo1264	NIGHT	t k r
mayo1264	FEATHER	m s
mayo1264	HORN (ANATOMY)	w + m
mayo1264	PERSON	j r m
mayo1264	TAIL	b w s
mayo1264	BREAST	p p m
mayo1264	WHAT	h t s
mayo1264	KNEE	t n m
mayo1264	SAND	s ʔ
mayo1264	ROUND	l b l
mayo1264	LEAF	s w
mayo1264	HEAD	k b
mayo1264	MANY	h w b n
mayo1264	FLY (MOVE THROUGH AIR)	n ʔ + j
mayo1264	LONG	t b
mayo1264	SLEEP	k tʃ
mayo1264	COME	ʔ b + w j
mayo1264	BIG	b w r
mayo1264	LIE (REST)	b ʔ k
mayo1264	ASH	n p s
mayo1264	NAME	t w m
mayo1264	BITE	k ʔ + j
mayo1264	YELLOW	s w l
mayo1264	YELLOW	s w r
mayo1264	THOU	m p
mayo1264	GOOD	t ʔ r
mayo1264	ONE	s n
mayo1264	WHO	h β
mayo1264	GIVE	m k
mayo1264	BLOOD	h b
mayo1264	SWIM	β h m
mayo1264	EAR	n k m
mayo1264	BLACK	tʃ k l
mayo1264	COLD	s b
mayo1264	TONGUE	n n
mayo1264	MAN	ʔ
