Glottocode	Concepticon_Gloss	cons
mayo1264	FAT (ORGANIC SUBSTANCE)	m n t k
mayo1264	HEAR	h k h
mayo1264	THAT	h
mayo1264	EGG	k b
mayo1264	EAT	b w ʔ + j
mayo1264	FULL	t p n
mayo1264	SMOKE (EXHAUST)	b w c r
mayo1264	HAIR	tʃ n + m
mayo1264	CLAW	s t + k tʃ ʔ
mayo1264	HEART	s l
mayo1264	WOMAN	h m t
mayo1264	TOOTH	t m
mayo1264	FIRE	t h
mayo1264	WE	t p
mayo1264	SEED	b tʃ
mayo1264	MOUTH	t
mayo1264	SKIN	b w
mayo1264	THIS	ʔ
mayo1264	NECK	b ʔ
mayo1264	EARTH (SOIL)	b w j
mayo1264	NOSE	j k
mayo1264	WHITE	t s l
mayo1264	STAR	tʃ k
mayo1264	SUN	t ʔ
mayo1264	LOUSE	t n
mayo1264	NEW	b m l
mayo1264	KILL	m ʔ k
mayo1264	WALK	w j
mayo1264	FOOT	w k m
mayo1264	MOUNTAIN	k w
mono1275	BIG	p p
mono1275	TONGUE	q
mono1275	I	n
mono1275	LOUSE	p c p
mono1275	SAY	n
mono1275	HEAD	w
mono1275	EAT	t k
mono1275	WATER	p j
mono1275	MOUTH	t p
mono1275	BELLY	g h
mono1275	TOOTH	t w
mono1275	SKIN	s p ʔ
mono1275	BONE	h
mono1275	KILL	p ts
mono1275	BREAST	p c ʔ
mono1275	GOOD	ts w
mono1275	CLAW	s t
mono1275	COLD	c ʔ
mono1275	MOON	t m ʔ
mono1275	WHO	h gʱ
mono1275	THAT	
mono1275	ONE	s m
mono1275	THOU	h
mono1275	SEED	p s
mono1275	SAND	p s w
mono1275	HAND	m j
mono1275	WE	t
mono1275	WALK	n w
mono1275	SMALL	n + c ts ʔ
mono1275	DIE	t
mono1275	FULL	t j h
mono1275	FEATHER	q s
mono1275	FOOT	k k
mono1275	FLY (MOVE THROUGH AIR)	j ts
mono1275	NEW	p t t + t + p
mono1275	STAR	t c n
mono1275	FIRE	q s
mono1275	THIS	h
mono1275	HEART	p w
mono1275	BLACK	t m
mono1275	HEAR	n q
mono1275	MOUNTAIN	t j
mono1275	NECK	k t
mono1275	DRY	p s + h k ʔ
mono1275	RED	q + p n
mono1275	HORN (ANATOMY)	w
mono1275	FAT (ORGANIC SUBSTANCE)	j h
mono1275	EAR	n q
mono1275	DOG	p k
mono1275	FISH	p k w
mono1275	ROUND	t p + p n
mono1275	WHAT	h
mono1275	PERSON	n m
mono1275	LIE (REST)	h p
mono1275	TREE	w n p + p
mono1275	ROOT	t t n
mono1275	MANY	w
mono1275	ASH	s j
mono1275	KNOW (SOMETHING)	s t p h
mono1275	SAY	n
mono1275	WOMAN	h p ʔ
mono1275	GREEN	p h + t w
mono1275	SLEEP	w
mono1275	GIVE	k j
mono1275	WHITE	t ts + p n
mono1275	TWO	w h
mono1275	EGG	n j
mono1275	LIVER	n m
mono1275	NIGHT	t q
mono1275	TAIL	q w c
mono1275	SMOKE (EXHAUST)	k k + k h
mono1275	BIRD	ts p ʔ
mono1275	YELLOW	h + p n
mono1275	BARK	w ʔ g p
mono1275	NOSE	m p
mono1275	SWIM	p h p
mono1275	BITE	k h + j
mono1275	DRINK	h p
mono1275	EARTH (SOIL)	t p
mono1275	MAN	n n
mono1275	ALL	n s m
mono1275	LONG	t
mono1275	HAIR	w
mono1275	LEAF	g s
mono1275	SUN	t p
mono1275	STONE	t p
mono1275	KNEE	t n + n p t
mono1275	EYE	p s
mono1275	NAME	n + n j + n
mono1275	COME	k m
mono1275	BLOOD	p
mono1275	CLOUD	t
mono1275	SEE	p n
nort2954	WALK	m ʔ
nort2954	WALK	m
nort2954	WOMAN	m k ʔ n
nort2954	GOOD	p s
nort2954	ROUND	p ts p n ʔ
nort2954	HEAD	w
nort2954	EYE	p
nort2954	THAT	k
nort2954	SLEEP	w
nort2954	SWIM	p h p
nort2954	BLOOD	p p
nort2954	KNOW (SOMETHING)	t
nort2954	DRY	p s
nort2954	LOUSE	p s ʔ p
nort2954	STONE	t p
nort2954	SAY	n k w
nort2954	FLY (MOVE THROUGH AIR)	j ts
nort2954	SEE	p n
nort2954	LOUSE	p s ʔ
nort2954	YELLOW	h
nort2954	HAIR	ts p h
nort2954	STAR	p t s p ʔ
nort2954	BIG	p p
nort2954	BIRD	h c p
nort2954	TONGUE	k
nort2954	KNOW (SOMETHING)	p p t k w t
nort2954	COLD	c ts
nort2954	WHO	h k
nort2954	EARTH (SOIL)	t p
nort2954	MAN	n n
nort2954	DOG	s t ʔ
nort2954	TAIL	kʷ s
nort2954	DRINK	h p
nort2954	WATER	p
nort2954	DIE	j ʔ
nort2954	BITE	k ʔ
nort2954	EAT	t k
nort2954	BREAST	p c
nort2954	TWO	w h
nort2954	KNEE	m w
nort2954	EAR	n k
nort2954	HEAR	n k
nort2954	HEAR	n k
nort2954	WE	t m
nort2954	GIVE	k ʔ
nort2954	MOUTH	t p
nort2954	RED	ts
nort2954	GREEN	p h
nort2954	FIRE	k s
nort2954	FEATHER	p h
nort2954	SEE	p ʔ n
nort2954	ASH	k s
nort2954	NEW	p t
nort2954	SKIN	p h
nort2954	FULL	k n
nort2954	TREE	s ŋ p
nort2954	COME	k m
nort2954	WHAT	h
nort2954	LIE (REST)	h p
nort2954	THOU	
nort2954	DOG	s k p k
nort2954	BARK	p ʔ
nort2954	KILL	p ts
nort2954	FAT (ORGANIC SUBSTANCE)	j h
nort2954	EARTH (SOIL)	t p
nort2954	FLY (MOVE THROUGH AIR)	j ts
nort2954	SMOKE (EXHAUST)	kʷ
nort2954	NECK	p k k w
nort2954	THIS	s
nort2954	SUN	t p
nort2954	BLACK	t
nort2954	NAME	n n n
nort2954	MOUNTAIN	k p
nort2954	BONE	h
nort2954	LEAF	n k p
nort2954	TOOTH	t m
nort2954	DIE	j
nort2954	SLEEP	w
nort2954	GOOD	p s
nort2954	DRINK	h p
nort2954	KILL	p ts
nort2954	SMALL	t c
nort2954	CLAW	s + s t
nort2954	LONG	t
nort2954	DOG	s k p k
nort2954	NIGHT	t k
nort2954	I	n
nort2954	HORN (ANATOMY)	
nort2954	CLOUD	k m
nort2954	THIS	k
nort2954	ROUND	p ts p n ʔ
nort2954	BREAST	p c ʔ
nort2954	BITE	k
nort2954	FEATHER	k s
nort2954	GIVE	k
nort2954	ASH	k t s p
nort2954	ROOT	t n
nort2954	SEE	p n
nort2954	HAND	m
nort2954	LIE (REST)	h p
nort2954	WHITE	t h
nort2954	LONG	t
nort2954	SAND	p s w p
nort2954	MOON	m h
nort2954	EGG	n h
nort2954	EAT	t k
nort2954	BELLY	s
nort2954	FISH	p k w
nort2954	NIGHT	t k
nort2954	ONE	s m
nort2954	FULL	k n
nort2954	NECK	k t
nort2954	SEED	p
nort2954	ALL	n ʔ j
nort2954	BELLY	k h
nort2954	THAT	s
nort2954	MANY	w
nort2954	SAY	n ʔ w
nort2954	PERSON	n m
nort2954	FOOT	k k
nort2954	NOSE	m p
nort2954	LIVER	n m
nort2954	HEART	p w
nort2959	GREEN	t d g
nort2959	I	n
nort2959	WALK	j m r
nort2959	BLACK	t c
nort2959	BITE	ts j n t
nort2959	DIE	m n t
nort2959	MANY	m
nort2959	COME	d d v
nort2959	WOMAN	b
nort2959	NOSE	d k
nort2959	WE	t
nort2959	MOUNTAIN	ts b l c
nort2959	DRINK	b
nort2959	BONE	
nort2959	BLACK	t c
nort2959	KILL	m m
nort2959	THAT	g
nort2959	NEW	b t d
nort2959	HEAR	ts m
nort2959	LIVER	n m d
nort2959	ONE	h m
nort2959	EARTH (SOIL)	d b r
nort2959	EAR	t c d r g
nort2959	BIG	g
nort2959	SEED	s q
nort2959	SEE	n n d
nort2959	BLOOD	v r
nort2959	TAIL	b d
nort2959	GOOD	b g
nort2959	NAME	t t g r g
nort2959	TONGUE	n n
nort2959	FEATHER	n
nort2959	FISH	v t p
nort2959	HAND	n v
nort2959	WHO	v r
nort2959	CLOUD	j c m
nort2959	BITE	ts j
nort2959	BARK	h l d g
nort2959	CLAW	j t d
nort2959	BELLY	v c
nort2959	STAR	j j p
nort2959	LONG	ts v d j
nort2959	THIS	j
nort2959	ROOT	t c
nort2959	YELLOW	m
nort2959	PERSON	d m
nort2959	ASH	m t
nort2959	SUN	t n l
nort2959	HEAD	m m
nort2959	DIE	m m k
nort2959	FIRE	t + 
nort2959	MOON	m s
nort2959	LONG	t b d
nort2959	EGG	n n
nort2959	BREAST	v p
nort2959	LEAF	j g
nort2959	HAIR	ts p
nort2959	SAND	
nort2959	FOOT	t r
nort2959	KNOW (SOMETHING)	m t
nort2959	TREE	s t
nort2959	SUN	t s
nort2959	ALL	β ʃ
nort2959	SMOKE (EXHAUST)	ts b s c
nort2959	TWO	g c
nort2959	KNEE	t n
nort2959	SEE	n n t
nort2959	FLY (MOVE THROUGH AIR)	d n t
nort2959	MAN	t d
nort2959	BIRD	r g
nort2959	SMALL	r l
nort2959	GIVE	m x n
nort2959	MOON	m s d g
nort2959	FAT (ORGANIC SUBSTANCE)	g
nort2959	LOUSE	t
nort2959	WATER	z d g
nort2959	WHAT	t m
nort2959	FIRE	t
nort2959	SAY	g
nort2959	DOG	g g s c
nort2959	EAT	n n + c
nort2959	WHITE	t x
nort2959	BITE	ts + 
nort2959	HEAD	m
nort2959	EYE	b
nort2959	HORN (ANATOMY)	g
nort2959	DRINK	j n t
nort2959	FLY (MOVE THROUGH AIR)	d
nort2959	SMALL	l
nort2959	COLD	j p d
nort2959	ROUND	ts b l c
nort2959	FULL	s d j m
nort2959	EAR	n k
nort2959	RED	m s m
nort2959	BLOOD	r
nort2959	STONE	j d
nort2959	NECK	ts s c v
nort2959	LIE (REST)	v p
nort2959	DRINK	t
nort2959	DRY	g q d d
nort2959	SAND	r
nort2959	NIGHT	t c g
nort2959	FISH	v t s
nort2959	BIRD	g
nort2959	SKIN	l d g
nort2959	THOU	p
nort2959	HEART	j r
nort2959	SLEEP	ts c s
nort2959	GIVE	m x
nort2959	MOUTH	t n
nort2959	SMALL	l
nort2959	TOOTH	t t m
nort2959	BIG	g
opat1246	THIS	t
opat1246	MANY	s r p q
opat1246	ONE	s
opat1246	SLEEP	ts t z
opat1246	FOOT	t r
opat1246	KNOW (SOMETHING)	h t
opat1246	KNOW (SOMETHING)	r
opat1246	ROUND	ts p r
opat1246	BARK	b w t
opat1246	SMOKE (EXHAUST)	m h
opat1246	WALK	ts d + d d
opat1246	MOUNTAIN	ts g
opat1246	SKIN	b w
opat1246	BONE	r m h d r
opat1246	KNOW (SOMETHING)	n n c r
opat1246	FIRE	tʰ
opat1246	RED	s t
opat1246	EYE	v b
opat1246	PERSON	r tʃ
opat1246	DIE	m ts
opat1246	EAR	n c
opat1246	WATER	v t
opat1246	BELLY	s g
opat1246	GREEN	s d
opat1246	KNOW (SOMETHING)	h t d
opat1246	LOUSE	t
opat1246	NIGHT	d ts
opat1246	WALK	ts d + k
opat1246	LIVER	ts h + h m
opat1246	SEED	v tʃ t
opat1246	FISH	ts tʃ
opat1246	THOU	m
opat1246	SAY	r
opat1246	NAME	t g
opat1246	DOG	tʃ t
opat1246	HAIR	m tʃ t
opat1246	LONG	g r
opat1246	BIRD	tʃ
opat1246	GIVE	m ts
opat1246	GOOD	n d n
opat1246	ROUND	ts p r
opat1246	SMOKE (EXHAUST)	p tʃ r
opat1246	BONE	g
opat1246	WALK	n n m
opat1246	CLAW	s t
opat1246	SEE	v t z
opat1246	KNOW (SOMETHING)	tʰ
opat1246	HEART	h d g
opat1246	TWO	g d
opat1246	WE	t m d
opat1246	CLAW	x t
opat1246	HAND	m m
opat1246	TONGUE	n n
opat1246	EARTH (SOIL)	t v t
opat1246	ROOT	n w
opat1246	THAT	v
opat1246	COME	v n
opat1246	HAIR	m
opat1246	TREE	ts h t
opat1246	GOOD	n n
opat1246	STAR	d r r
opat1246	HEAD	n + t z n + z
opat1246	LEAF	s w t
opat1246	EYE	b s
opat1246	NECK	ts t
opat1246	BIG	g
opat1246	MOON	m tʃ
opat1246	SUN	t t
opat1246	FAT (ORGANIC SUBSTANCE)	g d
opat1246	KNOW (SOMETHING)	g r
opat1246	WOMAN	q
opat1246	LIE (REST)	v
opat1246	WHITE	t s
opat1246	STONE	t t
opat1246	CLOUD	r r g
opat1246	KNEE	s v p
opat1246	BONE	r m g t z r
opat1246	HEAR	k
opat1246	YELLOW	s g
opat1246	ASH	n p t
opat1246	BLOOD	h r t
opat1246	NEW	v c t
opat1246	ALL	s
opat1246	SAY	t
opat1246	BITE	q q j
opat1246	KILL	m
opat1246	RED	s t
opat1246	MOON	g t
opat1246	BLACK	s v
opat1246	SAY	tʰ
opat1246	DRINK	h
opat1246	SMALL	b tʃ tʃ
opat1246	FEATHER	s t
opat1246	COLD	t
opat1246	FLY (MOVE THROUGH AIR)	n
opat1246	WHO	h w
opat1246	MAN	r
opat1246	EAT	g
opat1246	I	n
pana1305	BITE	k c + c ʔ
pana1305	I	n
pana1305	CLAW	m + s t
pana1305	GOOD	ts n + t n
pana1305	THAT	s t
pana1305	WOMAN	w ʔ p
pana1305	BIG	p
pana1305	MANY	s n + t n
pana1305	FIRE	k n
pana1305	WE	t m
pana1305	HORN (ANATOMY)	w
pana1305	EAR	n ŋ k
pana1305	FEATHER	k s
pana1305	ONE	s w
pana1305	DOG	s p n k
pana1305	EGG	n j
pana1305	SMOKE (EXHAUST)	k k w
pana1305	ASH	k ts p h
pana1305	SWIM	n k ts h
pana1305	RED	n k
pana1305	MOUNTAIN	t j + p n
pana1305	ONE	s m
pana1305	BELLY	p n
pana1305	PERSON	n m
pana1305	DRY	p s
pana1305	THIS	s t
pana1305	SLEEP	p
pana1305	BLACK	t p + p h t
pana1305	KNOW (SOMETHING)	s m p n
pana1305	EYE	p h
pana1305	I	n
pana1305	EARTH (SOIL)	s k + p
pana1305	LEAF	p s
pana1305	SKIN	p ʔ
pana1305	THOU	
pana1305	NIGHT	t kʷ n
pana1305	FAT (ORGANIC SUBSTANCE)	j h
pana1305	ALL	j n t s
pana1305	NAME	n t p n
pana1305	ALL	s m s
pana1305	BLOOD	p p + p n
pana1305	HAND	m ʔ
pana1305	FLY (MOVE THROUGH AIR)	j c
pana1305	NEW	k
pana1305	DIE	t
pana1305	STONE	t m p n
pana1305	KNEE	t ŋ + p h
pana1305	MAN	t ŋ w
pana1305	GIVE	t
pana1305	ALL	j n t
pana1305	WATER	p
pana1305	BIRD	k s k n t n
pana1305	SEED	p h
pana1305	FISH	p ŋ w
pana1305	HEART	p h w
pana1305	BARK	p ʔ
pana1305	MOUTH	t m p
pana1305	WALK	m ʔ
pana1305	TONGUE	k
pana1305	MOON	m
pana1305	THAT	s
pana1305	KILL	p k
pana1305	HEAR	n n k
pana1305	SUN	t p
pana1305	SAND	p s ŋ w m + p h
pana1305	COME	k m
pana1305	TREE	s ŋ + p
pana1305	TAIL	kʷ s
pana1305	THIS	s
pana1305	WHITE	t s + p h t
pana1305	SAND	k ts p h
pana1305	STAR	t ts m + p
pana1305	WHO	h k
pana1305	TWO	w h
pana1305	BREAST	p c
pana1305	CLOUD	p k n + p h
pana1305	NECK	k t
pana1305	THOU	m
pana1305	DRINK	h p
pana1305	COLD	c
pana1305	TOOTH	t m
pana1305	NOSE	m p n
pana1305	FULL	t p + k
pana1305	ROUND	m n + k n t n
pana1305	LONG	k p
pana1305	DOG	s
pana1305	HAIR	p m p p h
pana1305	ROOT	t t n
pana1305	SEE	p
pana1305	EAT	t k
pana1305	YELLOW	
pana1305	WHAT	h
pana1305	SAY	j kʷ
pana1305	LOUSE	p s + ts h
pana1305	LIVER	n m
pana1305	FOOT	n m p
pana1305	SMALL	t
pana1305	WHO	h k t n
pana1305	BONE	ts h m
pana1305	ALL	w m
pana1305	GREEN	s kʷ
pana1305	LIE (REST)	h p
pana1305	HEAD	p m p n
toho1245	NIGHT	tʃ h g
toho1245	THOU	p ʔ
toho1245	THAT	h g ʔ
toho1245	SMALL	tʃ m tʃ
toho1245	FISH	w t p
toho1245	SKIN	l d g
toho1245	MOUNTAIN	d ʔ g
toho1245	MAN	tʃ j
toho1245	LOUSE	ʔ tʃ
toho1245	NECK	k s w
toho1245	GIVE	m k
toho1245	THOU	p
toho1245	STONE	h d
toho1245	MANY	m ʔ
toho1245	PERSON	h m j k m
toho1245	I	ɲ
toho1245	SAND	ʔ ɖ
toho1245	COME	b + h m
toho1245	FAT (ORGANIC SUBSTANCE)	g g
toho1245	BLOOD	ʔ ɖ
toho1245	EAR	n k
toho1245	FOOT	t ɖ
toho1245	TAIL	b h
toho1245	SEED	k
toho1245	SLEEP	k ʂ
toho1245	THAT	h g ʔ
toho1245	HEART	b d g
toho1245	ROUND	l s
toho1245	BARK	l d g
toho1245	WATER	ʂ d g
toho1245	EYE	w h
toho1245	NAME	tʃ g g
toho1245	ALL	w s
toho1245	LIVER	n m
toho1245	BIRD	ʔ w̥ g
toho1245	HAIR	m ʔ
toho1245	LEAF	h h g
toho1245	EGG	n n h
toho1245	YELLOW	s + m
toho1245	WHAT	h b
toho1245	HORN (ANATOMY)	ʔ g
toho1245	COME	d d
toho1245	GREEN	s + tʃ d g
toho1245	THIS	d
toho1245	NOSE	d k
toho1245	SMOKE (EXHAUST)	k b s
toho1245	THIS	d ʔ
toho1245	FULL	s + k w g
toho1245	THAT	h g ʔ
toho1245	MOUTH	tʃ n
toho1245	DOG	g g s
toho1245	LIE (REST)	w ʔ
toho1245	ONE	h m k
toho1245	TOOTH	t t m
toho1245	DRINK	w s b
toho1245	ROOT	t t k
toho1245	SUN	t ʂ
toho1245	KNOW (SOMETHING)	m tʃ
toho1245	FIRE	n d
toho1245	RED	s + w g
toho1245	TREE	s
toho1245	THAT	h g
toho1245	NEW	w tʃ j
toho1245	HEAD	m ʔ
toho1245	DRY	s + g k
toho1245	ASH	m t
toho1245	CLOUD	tʃ w g
toho1245	THIS	d ʔ
toho1245	FLY (MOVE THROUGH AIR)	d ʔ
toho1245	LONG	tʃ w
toho1245	GOOD	s + p
toho1245	WHO	h ð
toho1245	EAT	k ʔ
toho1245	KNEE	t n
toho1245	WOMAN	w
toho1245	BLACK	s + tʃ k
toho1245	HAND	n w
toho1245	THIS	d
toho1245	BITE	k ʔ
toho1245	THAT	h g
toho1245	STAR	h ʔ
toho1245	COME	j w
toho1245	SAY	g
toho1245	WALK	h m
toho1245	HEAR	k
toho1245	WE	ts m
toho1245	EARTH (SOIL)	j w ɖ
toho1245	WHITE	s + t h
toho1245	BIG	g ʔ
toho1245	TWO	g k
toho1245	FEATHER	ʔ n
toho1245	CLAW	h tʃ
toho1245	BELLY	w k
toho1245	SWIM	w tʃ
toho1245	SEE	n d
toho1245	I	ɲ ʔ
toho1245	KILL	m ʔ
toho1245	COLD	s + h p d
toho1245	ALL	w s
toho1245	BREAST	w p
toho1245	MOON	m ʂ d
toho1245	BONE	ʔ
toho1245	DIE	m k
toho1245	TONGUE	n n
pima1248	MOUTH	t n
pima1248	TONGUE	n n
pima1248	MAN	t d
pima1248	COME	d v
pima1248	NAME	t g g
pima1248	HORN (ANATOMY)	g
pima1248	PERSON	h m d k m
pima1248	NEW	v t d
pima1248	BELLY	v k
pima1248	HAIR	m ʔ
pima1248	SMALL	r t
pima1248	COME	b + h m
pima1248	STAR	s v g
pima1248	DOG	g g s
pima1248	WHO	h l
pima1248	NECK	k ʂ v
pima1248	FULL	k v g
pima1248	STAR	h p
pima1248	KNOW (SOMETHING)	m t
pima1248	SEED	k
pima1248	DRY	s + g k
pima1248	DIE	m k
pima1248	LIVER	n m
pima1248	I	n
pima1248	FLY (MOVE THROUGH AIR)	d ʔ
pima1248	THAT	g
pima1248	BONE	ʔ
pima1248	TAIL	b h
pima1248	FEATHER	ʔ n g
pima1248	HAND	n v
pima1248	TWO	g k
pima1248	LIE (REST)	v ʔ
pima1248	BLACK	s + t k
pima1248	RED	s + v g
pima1248	SEE	n d
pima1248	STONE	h d
pima1248	WE	t
pima1248	WHO	h r
pima1248	WHAT	k t
pima1248	TREE	s
pima1248	GOOD	s g t
pima1248	THOU	p
pima1248	SAY	t ʔ
pima1248	STAR	s v g
pima1248	WALK	m r
pima1248	HEART	h r̥ d
pima1248	ONE	h m
pima1248	KNEE	t n
pima1248	ONE	m d
pima1248	FISH	v t p
pima1248	WHITE	s + t h
pima1248	WHAT	kʷ n
pima1248	GIVE	m k
pima1248	NIGHT	t k g m
pima1248	TOOTH	t t m
pima1248	ROOT	t t k
pima1248	ALL	β ʃ
pima1248	LOUSE	ʔ t
pima1248	NOSE	d k
pima1248	EAT	k ʔ
pima1248	FIRE	t
pima1248	EAT	h g
pima1248	FAT (ORGANIC SUBSTANCE)	g
pima1248	CLOUD	t v g
pima1248	STAR	h h g
pima1248	HEART	b d g
pima1248	EYE	v h
pima1248	SKIN	l d g
pima1248	MOON	s ʂ d
pima1248	WOMAN	k s
pima1248	SMOKE (EXHAUST)	k b d g
pima1248	BITE	k ʔ
pima1248	LEAF	h h g
pima1248	DRINK	ʔ
pima1248	TREE	ʂ ʔ
pima1248	COLD	s + h p
pima1248	EGG	n n
pima1248	MOUNTAIN	d ʔ g
pima1248	BARK	l d g
pima1248	ASH	m tʰ
pima1248	WATER	ʂ d g
pima1248	FOOT	t r
pima1248	CLAW	h h t
pima1248	EAR	n k
pima1248	BIG	g ʔ d
pima1248	EARTH (SOIL)	d v r
pima1248	HEAR	k
pima1248	NECK	k ʂ v
pima1248	SUN	t ʂ
pima1248	CLAW	h t
pima1248	SWIM	k m l m h
pima1248	BIRD	ʔ v g
pima1248	GREEN	s + t d g
pima1248	MOUNTAIN	t n c
pima1248	YELLOW	s + m
pima1248	SLEEP	k ʂ
pima1248	COME	d d
pima1248	MOUNTAIN	d ʔ g
pima1248	BREAST	v p
pima1248	MANY	m ʔ
pima1248	LONG	t v d
pima1248	SAY	g
pima1248	SMALL	s + v d
